MONTH,YEAR,DS,PowerGen from Coal & Lignite,PowerGen from Diesel,NG Production-Domestic,NG Consume by Electricity,PowerGen from Fuel Oil,NG Consume by GSP,PowerGen from HydroElec,NG Production-Import,PowerGen from Imported,NG Consume by Industry,NG Consume by NGV,PowerGen from Natural Gas,PowerGen from Renewable Energy
4,1986,1986-04-30,336.14,0.49,352.0,237.0,333.95,79.0,633.91,0.0,33.79,16.0,0.0,817.25,0.0
8,1986,1986-08-31,517.4,0.38,322.0,227.0,246.9,65.0,542.0,0.0,91.24,6.0,0.0,800.96,0.0
12,1986,1986-12-31,589.38,0.09,379.0,271.0,265.77,77.0,229.09,0.0,43.0,7.0,0.0,966.21,0.0
2,1986,1986-02-28,323.55,2.05,350.0,235.0,288.67,74.0,391.76,0.0,52.14,12.0,0.0,755.35,0.0
1,1986,1986-01-31,512.63,0.19,370.0,251.0,229.46,75.0,218.9,0.0,57.0,13.0,0.0,880.34,0.0
7,1986,1986-07-31,496.77,0.38,331.0,232.0,243.03,65.0,525.44,0.0,92.74,6.0,0.0,820.81,0.0
6,1986,1986-06-30,449.51,0.6,343.0,248.0,208.12,61.0,615.11,0.0,65.32,13.0,0.0,845.57,0.0
3,1986,1986-03-31,331.95,4.97,373.0,255.0,227.37,82.0,629.74,0.0,41.86,19.0,0.0,899.54,0.0
5,1986,1986-05-31,404.26,0.64,362.0,254.0,302.11,76.0,498.05,0.0,47.28,11.0,0.0,900.01,0.0
11,1986,1986-11-30,496.34,0.11,357.0,269.0,261.86,60.0,407.21,0.0,61.92,6.0,0.0,923.61,0.0
10,1986,1986-10-31,579.68,0.17,354.0,252.0,357.69,75.0,362.4,0.0,75.31,4.0,0.0,901.73,0.0
9,1986,1986-09-30,503.67,0.17,308.0,216.0,369.95,63.0,478.09,0.0,96.78,4.0,0.0,740.33,0.0
4,1987,1987-04-30,598.14,0.17,438.0,336.0,197.22,68.0,485.04,0.0,34.66,4.0,0.0,1134.38,0.0
8,1987,1987-08-31,607.47,0.19,515.0,392.0,156.56,78.0,379.76,0.0,24.92,4.0,0.0,1375.53,0.0
12,1987,1987-12-31,533.74,0.03,505.0,377.0,230.59,79.0,123.51,0.0,64.95,5.0,0.0,1335.9,0.96
2,1987,1987-02-28,457.4,0.15,429.0,317.0,182.33,80.0,402.57,0.0,33.13,4.0,0.0,1014.48,0.0
1,1987,1987-01-31,579.36,0.21,398.0,283.0,227.8,80.0,265.68,0.0,39.23,6.0,0.0,1013.43,0.0
7,1987,1987-07-31,585.69,0.24,523.0,402.0,152.56,78.0,384.67,0.0,17.9,4.0,0.0,1405.16,0.0
6,1987,1987-06-30,512.04,0.18,557.0,434.0,136.2,77.0,340.68,0.0,31.82,4.0,0.0,1445.47,0.0
3,1987,1987-03-31,610.99,0.57,443.0,331.0,137.06,79.0,541.6,0.0,31.59,5.0,0.0,1150.4,0.0
5,1987,1987-05-31,576.18,0.2,462.0,371.0,245.44,48.0,409.23,0.0,29.97,5.0,0.0,1267.82,0.0
11,1987,1987-11-30,515.53,0.08,512.0,432.0,195.15,35.0,241.01,0.0,50.73,5.0,0.0,1467.48,1.39
10,1987,1987-10-31,630.07,0.33,525.0,431.0,141.8,46.0,230.43,0.0,48.21,5.0,0.0,1502.91,2.57
9,1987,1987-09-30,491.4,0.06,565.0,441.0,185.67,79.0,252.05,0.0,8.34,3.0,0.0,1510.7,0.0
4,1988,1988-04-30,599.86,0.09,554.0,435.0,226.39,74.0,442.62,0.0,28.99,7.0,0.0,1478.56,0.54
8,1988,1988-08-31,588.84,0.09,594.0,471.0,295.65,69.0,287.39,0.0,44.71,6.0,0.0,1641.23,8.95
12,1988,1988-12-31,529.75,0.61,583.0,447.0,289.45,81.0,226.16,0.0,33.55,9.0,0.0,1585.4,1.47
2,1988,1988-02-29,478.44,0.15,575.0,446.0,138.86,77.0,340.26,0.0,43.73,6.0,0.0,1469.13,1.24
1,1988,1988-01-31,535.64,0.14,549.0,425.0,167.19,77.0,220.18,0.0,43.13,4.0,0.0,1505.89,1.55
7,1988,1988-07-31,633.22,0.05,580.0,447.0,275.28,78.0,305.17,0.0,31.19,7.0,0.0,1554.37,7.26
6,1988,1988-06-30,607.74,0.08,603.0,470.0,264.55,77.0,269.66,0.0,32.51,7.0,0.0,1584.31,1.74
3,1988,1988-03-31,546.34,0.25,567.0,435.0,238.96,78.0,550.48,0.0,29.84,7.0,0.0,1529.92,0.54
5,1988,1988-05-31,616.65,0.06,581.0,449.0,279.42,79.0,288.26,0.0,26.89,7.0,0.0,1572.08,0.16
11,1988,1988-11-30,540.05,1.11,566.0,460.0,263.84,58.0,247.79,0.0,39.05,7.0,0.0,1545.27,1.86
10,1988,1988-10-31,618.78,0.8,593.0,468.0,301.82,72.0,251.65,0.0,40.68,9.0,0.0,1642.22,2.13
9,1988,1988-09-30,504.19,0.04,592.0,469.0,400.62,65.0,288.55,0.0,35.51,8.0,0.0,1611.5,2.75
4,1989,1989-04-30,621.21,0.39,586.0,452.0,329.2,80.0,679.34,0.0,28.85,8.0,0.0,1543.28,0.59
8,1989,1989-08-31,697.36,0.87,572.0,467.0,356.25,36.0,537.38,0.0,66.61,9.0,0.0,1635.85,2.23
12,1989,1989-12-31,804.71,7.36,609.0,439.0,466.93,99.0,238.64,0.0,81.51,12.0,0.0,1521.7,0.92
2,1989,1989-02-28,544.21,0.36,565.0,437.0,235.23,74.0,466.02,0.0,25.21,11.0,0.0,1396.71,0.67
1,1989,1989-01-31,527.57,0.3,591.0,447.0,413.52,81.0,332.65,0.0,27.07,9.0,0.0,1619.19,0.75
7,1989,1989-07-31,719.31,0.06,570.0,498.0,403.84,4.0,325.62,0.0,56.55,9.0,0.0,1735.76,1.87
6,1989,1989-06-30,637.37,0.41,587.0,494.0,382.57,20.0,423.75,0.0,38.09,9.0,0.0,1692.0,1.47
3,1989,1989-03-31,608.9,0.75,584.0,441.0,314.37,79.0,675.91,0.0,27.94,11.0,0.0,1575.68,0.63
5,1989,1989-05-31,623.16,0.38,564.0,477.0,357.02,23.0,601.83,0.0,28.44,8.0,0.0,1691.85,0.88
11,1989,1989-11-30,707.56,4.73,584.0,429.0,582.26,85.0,439.41,0.0,84.79,11.0,0.0,1420.03,1.42
10,1989,1989-10-31,695.37,0.09,578.0,485.0,516.67,25.0,333.38,0.0,80.99,9.0,0.0,1720.46,3.34
9,1989,1989-09-30,682.84,0.75,559.0,489.0,380.97,0.0,458.28,0.0,97.1,9.0,0.0,1642.24,6.8
4,1990,1990-04-30,949.72,19.68,613.0,445.0,738.4,89.0,490.12,0.0,39.76,14.0,0.0,1470.67,1.49
8,1990,1990-08-31,921.94,34.05,630.0,445.0,1017.24,102.0,413.36,0.0,64.41,17.0,0.0,1464.95,3.89
12,1990,1990-12-31,962.84,30.04,692.0,468.0,908.39,113.0,266.12,0.0,60.21,32.0,0.0,1426.79,0.86
2,1990,1990-02-28,714.83,13.95,616.0,440.0,781.93,88.0,397.38,0.0,51.83,14.0,0.0,1363.23,0.95
1,1990,1990-01-31,856.46,16.19,596.0,434.0,643.61,85.0,317.0,0.0,67.57,14.0,0.0,1508.3,1.01
7,1990,1990-07-31,913.81,43.49,616.0,436.0,980.33,99.0,369.89,0.0,56.34,15.0,0.0,1439.4,3.87
6,1990,1990-06-30,1010.32,33.69,629.0,443.0,884.11,95.0,373.01,0.0,48.59,16.0,0.0,1470.7,3.16
3,1990,1990-03-31,821.44,17.25,616.0,448.0,772.41,86.0,575.93,0.0,48.2,14.0,0.0,1568.29,1.38
5,1990,1990-05-31,945.47,26.15,610.0,459.0,829.17,71.0,444.34,0.0,32.66,15.0,0.0,1597.16,2.44
11,1990,1990-11-30,987.8,27.48,644.0,493.0,784.6,114.0,390.6,0.0,56.41,20.0,0.0,1515.03,1.37
10,1990,1990-10-31,1079.32,53.44,657.0,449.0,818.86,117.0,423.62,0.0,65.95,19.0,0.0,1426.84,1.71
9,1990,1990-09-30,888.9,41.44,652.0,469.0,853.58,105.0,438.74,0.0,60.39,19.0,0.0,1513.7,2.86
4,1991,1991-04-30,994.83,13.65,781.0,597.0,1023.43,80.0,420.96,0.0,55.24,20.0,0.0,1641.54,3.56
8,1991,1991-08-31,1743.68,0.54,814.0,597.0,1126.44,120.0,410.1,0.0,85.75,24.0,0.0,994.92,1.09
12,1991,1991-12-31,1232.51,2.57,741.0,521.0,1228.11,123.0,329.81,0.0,25.0,27.0,0.0,1347.62,2.08
2,1991,1991-02-28,908.8,9.49,796.0,535.0,816.13,114.0,332.91,0.0,42.69,30.0,0.0,1428.92,1.09
1,1991,1991-01-31,1025.72,33.26,734.0,508.0,983.85,114.0,383.46,0.0,40.98,34.0,0.0,1495.83,0.84
7,1991,1991-07-31,1190.82,2.46,806.0,599.0,1086.16,108.0,276.64,0.0,69.66,22.0,0.0,1795.7,1.2
6,1991,1991-06-30,1166.19,14.72,756.0,651.0,882.96,18.0,231.26,0.0,40.22,21.0,0.0,1933.54,3.02
3,1991,1991-03-31,1030.34,12.0,818.0,614.0,1044.46,99.0,463.44,0.0,41.99,21.0,0.0,1797.33,1.43
5,1991,1991-05-31,1128.88,17.62,795.0,634.0,1078.68,61.0,307.44,0.0,35.24,19.0,0.0,1898.31,1.97
11,1991,1991-11-30,1166.32,3.59,778.0,560.0,1030.93,116.0,456.49,0.0,49.49,25.0,0.0,1467.22,3.1
10,1991,1991-10-31,1153.05,0.58,779.0,553.0,1213.62,116.0,405.94,0.0,50.27,24.0,0.0,1601.55,6.84
9,1991,1991-09-30,1044.08,2.09,795.0,585.0,1121.62,111.0,486.9,0.0,56.58,24.0,0.0,1648.71,3.43
4,1992,1992-04-30,1238.02,2.48,795.0,591.0,1420.89,114.0,475.98,0.0,29.11,31.0,0.0,1723.41,2.03
8,1992,1992-08-31,1376.16,16.92,874.0,655.0,1174.85,118.0,206.71,0.0,75.4,34.0,0.0,2127.24,0.7
12,1992,1992-12-31,958.54,0.98,912.0,667.0,1105.42,126.0,323.59,0.0,19.73,37.0,0.0,2314.54,1.66
2,1992,1992-02-29,1173.14,1.25,750.0,542.0,1213.75,101.0,404.93,0.0,35.23,31.0,0.0,1368.82,1.89
1,1992,1992-01-31,1301.86,0.97,740.0,525.0,1128.07,117.0,338.98,0.0,23.44,26.0,0.0,1436.21,1.69
7,1992,1992-07-31,1406.82,31.39,836.0,617.0,1274.84,118.0,281.89,0.0,69.72,34.0,0.0,1941.91,0.57
6,1992,1992-06-30,1298.16,21.92,839.0,608.0,1370.41,115.0,335.12,0.0,46.55,36.0,0.0,1830.98,0.43
3,1992,1992-03-31,1277.74,6.39,740.0,536.0,1559.49,103.0,561.37,0.0,21.03,33.0,0.0,1500.77,1.85
5,1992,1992-05-31,1220.56,4.04,816.0,617.0,1435.44,94.0,402.01,0.0,34.38,33.0,0.0,2004.46,1.61
11,1992,1992-11-30,996.25,4.84,905.0,659.0,1133.13,126.0,269.54,0.0,27.64,38.0,0.0,2214.63,2.32
10,1992,1992-10-31,1330.35,57.25,863.0,642.0,994.01,107.0,276.86,0.0,47.08,37.0,0.0,2197.44,3.74
9,1992,1992-09-30,1237.45,12.91,908.0,682.0,1118.62,122.0,281.96,0.0,50.58,34.0,0.0,2282.63,2.35
4,1993,1993-04-30,1049.818,24.092,941.0,709.0,1365.171,122.0,394.094,0.0,24.685,38.0,0.0,2367.726,1.729
8,1993,1993-08-31,1409.205,40.928000000000004,875.0,642.0,1361.4520000000002,142.0,328.449,0.0,116.289,43.0,0.0,2189.237,2.766
12,1993,1993-12-31,943.346,89.444,946.0,682.0,1491.604,134.0,172.18400000000003,0.0,49.06,42.0,0.0,2377.881,1.355
2,1993,1993-02-28,753.727,10.262,978.0,722.0,1260.039,121.0,352.839,0.0,15.832,39.0,0.0,2233.516,1.541
1,1993,1993-01-31,896.118,8.17,902.0,657.0,1320.047,126.0,220.24099999999999,0.0,22.758000000000003,37.0,0.0,2252.209,1.75
7,1993,1993-07-31,1438.8310000000001,36.898,944.0,690.0,1539.638,125.0,274.168,0.0,77.836,42.0,0.0,2392.839,2.065
6,1993,1993-06-30,1389.994,54.445,956.0,717.0,1460.094,127.0,324.46299999999997,0.0,45.453,44.0,0.0,2234.096,1.871
3,1993,1993-03-31,924.0189999999999,18.527,945.0,712.0,1616.844,110.0,451.642,0.0,20.703000000000003,39.0,0.0,2454.5660000000003,1.7480000000000002
5,1993,1993-05-31,1409.0929999999998,57.87,956.0,706.0,1470.185,128.0,345.901,0.0,31.914,41.0,0.0,2336.6,2.18
11,1993,1993-11-30,883.544,132.375,947.0,686.0,1747.871,134.0,309.103,0.0,37.278,51.0,0.0,2255.369,3.0610000000000004
10,1993,1993-10-31,1130.0,127.87299999999999,938.0,696.0,1567.683,129.0,201.96599999999998,0.0,82.616,40.0,0.0,2473.185,4.84
9,1993,1993-09-30,1276.059,143.08100000000002,946.0,705.0,1293.892,133.0,237.451,0.0,120.09200000000001,35.0,0.0,2385.936,4.523
4,1994,1994-04-30,1372.251,87.899,988.0,750.0,1627.016,116.0,302.072,0.0,42.141000000000005,44.0,0.0,2504.81,3.73356
8,1994,1994-08-31,1304.278,114.696,1096.0,820.0,1542.95,132.0,374.32099999999997,0.0,116.486,58.0,0.0,2712.51,7.244
12,1994,1994-12-31,844.06,151.859,1103.0,814.0,1737.266,129.0,522.774,0.0,60.388000000000005,65.0,0.0,2777.994,8.66052
2,1994,1994-02-28,984.73,141.056,976.0,737.0,1518.985,128.0,286.58799999999997,0.0,42.803999999999995,47.0,0.0,2311.103,1.94904
1,1994,1994-01-31,931.3510000000001,173.63299999999998,947.0,692.0,1679.7179999999998,130.0,228.668,0.0,47.306999999999995,41.0,0.0,2399.783,1.88268
7,1994,1994-07-31,1439.1270000000002,62.691,1085.0,815.0,1576.329,131.0,204.278,0.0,103.992,52.0,0.0,2712.5959999999995,3.269
6,1994,1994-06-30,1383.009,155.773,1035.0,791.0,1636.891,107.0,197.665,0.0,60.647,55.0,0.0,2628.598,1.979
3,1994,1994-03-31,1341.485,105.13799999999999,948.0,793.0,1504.255,32.0,330.83,0.0,47.606,50.0,0.0,2770.875,3.2295599999999998
5,1994,1994-05-31,1405.6960000000001,168.47400000000002,985.0,734.0,1782.9520000000002,118.0,298.404,0.0,50.381,51.0,0.0,2550.16,3.0557
11,1994,1994-11-30,845.265,114.664,1109.0,828.0,1759.0120000000002,130.0,625.504,0.0,64.505,71.0,0.0,2714.0840000000003,1.77908
10,1994,1994-10-31,1051.375,56.494,1087.0,819.0,1665.935,127.0,507.186,0.0,113.87,53.0,0.0,2776.361,4.71
9,1994,1994-09-30,1228.281,52.799,1089.0,805.0,1615.872,131.0,525.312,0.0,120.68799999999999,59.0,0.0,2625.9240000000004,9.2714
4,1995,1995-04-30,1358.165,104.32,1074.0,778.0,1944.3339999999998,122.0,597.263,0.0,38.78,61.0,0.0,2643.776,18.42652
8,1995,1995-08-31,1539.6055600000002,310.03700000000003,1113.0,849.0,1461.3,95.0,507.52099999999996,0.0,93.07,65.0,0.0,3087.4491000000007,16.476
12,1995,1995-12-31,1160.4964,130.829,1120.0,774.0,1822.287,123.0,393.406,0.0,55.126999999999995,86.0,0.0,2799.9408000000008,10.94568
2,1995,1995-02-28,874.842,67.868,1117.0,805.0,1720.765,127.0,544.4580000000001,0.0,46.852,67.0,0.0,2486.585,17.5996
1,1995,1995-01-31,854.997,107.73299999999999,1098.0,800.0,1800.6870000000001,129.0,445.311,0.0,44.81,68.0,0.0,2749.659,10.78802
7,1995,1995-07-31,1688.384,257.503,1086.0,819.0,1613.707,88.0,389.964,0.0,54.341,63.0,0.0,2953.92835,10.2754
6,1995,1995-06-30,1590.92,247.148,1063.0,781.0,1842.817,112.0,592.064,0.0,41.035,68.0,0.0,2688.5679999999998,11.752479999999998
3,1995,1995-03-31,1246.389,90.68299999999999,1122.0,813.0,2136.12,125.0,742.33,0.0,40.29,70.0,0.0,2833.769,18.46088
5,1995,1995-05-31,1386.826,199.43400000000003,1077.0,774.0,2101.7889999999998,121.0,611.279,0.0,39.004,71.0,0.0,2777.014,9.31608
11,1995,1995-11-30,1113.30812,270.311,1115.0,799.0,1805.39,123.0,593.439,0.0,57.684,94.0,0.0,2818.1495,2.2406
10,1995,1995-10-31,1087.69932,238.44400000000002,1122.0,809.0,1870.02,113.0,577.047,0.0,83.29799999999999,82.0,0.0,3065.1877,5.3996
9,1995,1995-09-30,1263.48024,236.87,1081.0,812.0,1592.674,96.0,598.929,0.0,104.83,79.0,0.0,2959.235800000001,11.0682
4,1996,1996-04-30,1521.3190000000004,210.72299999999998,1188.0,866.0,1982.105,122.0,688.477,0.0,33.806999999999995,78.0,0.0,2850.2997,15.96016
8,1996,1996-08-31,1756.50184,430.404,1249.0,941.0,1831.335,121.0,612.149,0.0,99.189,77.0,0.0,2963.5681,21.6085
12,1996,1996-12-31,1397.74,384.421,1403.0,1073.0,1224.276,132.0,423.955,0.0,85.641,74.0,0.0,3297.60625,22.09611
2,1996,1996-02-29,1211.0552,135.025,1091.0,785.0,1879.1779999999999,128.0,635.918,0.0,43.773999999999994,76.0,0.0,2504.4673,19.7541
1,1996,1996-01-31,1186.68312,195.679,1106.0,805.0,1980.691,130.0,544.692,0.0,40.475,63.0,0.0,2746.8602,18.7005
7,1996,1996-07-31,1814.84972,493.731,1295.0,977.0,1648.37,131.0,505.82300000000004,0.0,64.617,80.0,0.0,3106.67725,16.57594
6,1996,1996-06-30,1599.33032,443.94300000000004,1250.0,951.0,1798.401,126.0,637.305,0.0,54.63,90.0,0.0,2871.87545,17.42016
3,1996,1996-03-31,1473.92404,312.268,1094.0,815.0,2093.849,65.0,831.6239999999999,0.0,35.376999999999995,62.0,0.0,2882.4945,21.40618
5,1996,1996-05-31,1491.27748,339.98699999999997,1264.0,920.0,2066.306,121.0,641.186,0.0,38.915,95.0,0.0,3090.87075,17.1016
11,1996,1996-11-30,1402.2995600000004,525.643,1469.0,1123.0,1221.484,133.0,628.69,0.0,81.433,82.0,0.0,3457.0640000000003,11.78864
10,1996,1996-10-31,1364.7143999999996,573.924,1453.0,1116.0,1524.378,131.0,492.47900000000004,0.0,113.679,74.0,0.0,3592.59605,8.707719999999998
9,1996,1996-09-30,1360.37736,526.615,1327.0,994.0,1733.358,130.0,572.7040000000001,0.0,114.069,85.0,0.0,3068.96465,16.0012
4,1997,1997-04-30,1613.6375899999996,161.372,1448.0,1152.0,1718.265,123.0,645.554,0.0,43.659,90.0,0.0,3445.0451700000003,29.67434
8,1997,1997-08-31,1703.44314,112.3,1627.0,1226.0,1622.8039999999999,169.0,584.115,0.0,99.792,100.0,0.0,3895.52004,22.555948
12,1997,1997-12-31,1408.7548199999999,184.351,1604.0,1241.0,1219.8686380000001,158.0,509.26,0.0,51.865,97.0,0.0,3926.927282,26.921259999999997
2,1997,1997-02-28,1471.31401,240.94799999999998,1507.0,1148.0,1357.856,146.0,635.524,0.0,40.476,106.0,0.0,3221.8876800000007,19.4391
1,1997,1997-01-31,1377.19978,300.422,1485.0,1102.0,1412.28,134.0,505.833,0.0,45.756,98.0,0.0,3471.69055,26.202920000000002
7,1997,1997-07-31,1875.08213,124.928,1618.0,1233.0,1639.275,155.0,546.7040000000001,0.0,69.28,98.0,0.0,3916.66188,15.4923
6,1997,1997-06-30,1797.56853,234.09400000000002,1636.0,1248.0,1947.64,167.0,578.613,0.0,42.257,97.0,0.0,3704.68559,18.972988
3,1997,1997-03-31,1835.72142,247.63299999999998,1521.0,1148.0,1826.1879999999999,151.0,770.9789999999999,0.0,32.406,91.0,0.0,3557.35735,25.5433
5,1997,1997-05-31,1641.97898,325.471,1467.0,1229.0,2011.486,78.0,704.518,0.0,44.016000000000005,80.0,0.0,3788.38471,29.06714
11,1997,1997-11-30,1368.6014400000001,72.304,1627.0,1244.0,1431.752107,162.0,470.88300000000004,0.0,66.286,103.0,0.0,3921.23666,11.802019999999999
10,1997,1997-10-31,1511.3193199999998,195.707,1630.0,1233.0,1502.5766859999999,160.0,591.512,0.0,105.17200000000001,95.0,0.0,3925.75185,15.40175
9,1997,1997-09-30,1421.17333,241.149,1594.0,1214.0,1590.941776,150.0,538.505,0.0,104.663,103.0,0.0,3798.52487,17.606991999999995
4,1998,1998-04-30,1519.53292,125.444,1503.0,1107.0,1794.647959,145.0,675.033,0.0,92.214,94.0,0.0,3585.3766000000005,34.56264
8,1998,1998-08-31,1439.9383,78.895,1763.0,1325.0,1224.9720619999998,152.0,361.87699999999995,10.0,151.91,83.0,0.0,4368.8276700000015,15.26454
12,1998,1998-12-31,1335.05428,28.927,1706.0,1303.0,1100.8092319999996,172.0,198.767,3.0,140.71,124.0,0.0,4015.036803,22.61854
2,1998,1998-02-28,1324.3809199999998,14.355,1642.0,1273.0,1437.814673,157.0,539.197,0.0,102.902,93.0,0.0,3774.14586,28.482590999999996
1,1998,1998-01-31,1342.81084,124.323,1504.0,1201.0,1245.272596,163.0,522.061,0.0,71.987,80.0,0.0,3887.4969100000003,33.191013000000005
7,1998,1998-07-31,1499.2509,17.991,1739.0,1281.0,1626.9435400000002,147.0,306.634,0.0,197.53,74.0,0.0,4153.318450000002,11.52208
6,1998,1998-06-30,1541.908,52.931999999999995,1734.0,1290.0,1740.528649,156.0,387.07,0.0,181.123,94.0,0.0,3934.37737,13.614360000000001
3,1998,1998-03-31,1476.96308,43.817,1688.0,1294.0,1682.1321239999997,155.0,726.3760000000001,0.0,87.181,86.0,0.0,4265.9859099999985,49.21778
5,1998,1998-05-31,1396.89958,111.806,1730.0,1263.0,1979.9806199999998,151.0,512.948,0.0,101.40299999999999,90.0,0.0,4123.09792,17.731279999999998
