DS,NG CONS EGAT,NG CONS GSP,NG CONS IPP,NG CONS Industry,NG CONS NGV,NG CONS SPP,NG PRD Domestic,NG PRD Import,POWGEN DEDP,POWGEN EGAT,POWGEN IPP,POWGEN Import,POWGEN SPP,POWGEN VSPP
1998-11-30,1232.0,173.0,0.0,95.0,0.0,179.0,1819.0,8.0,0.626,5573.116000000001,1063.3110000000001,130.025,337.88199999999995,0.0
1998-10-31,1247.0,172.0,0.0,94.0,0.0,157.0,1814.0,4.0,0.7909999999999999,5935.298000000001,1152.2930000000001,174.33599999999998,327.98699999999997,0.0
1998-09-30,1190.0,159.0,0.0,95.0,0.0,154.0,1722.0,0.0,1.1320000000000001,5826.71,1131.172,191.391,310.533,0.0
1999-04-30,1144.0,168.0,0.0,96.0,0.0,246.0,1764.0,0.0,1.896,5615.339000000001,1232.232,76.946,780.39,0.0
1999-08-31,1132.0,174.0,0.0,133.0,0.0,299.0,1906.0,0.0,7.327999999999999,5808.471,1180.642,258.48,759.7539999999999,0.0
1999-12-31,1087.0,174.0,18.0,147.0,0.0,281.0,1861.0,1.0,1.188,4801.531999999998,1080.866,250.826,792.62,0.0
1999-02-28,1130.0,128.0,0.0,98.0,0.0,193.0,1671.0,6.0,1.0759999999999998,5160.2739999999985,1101.476,63.178000000000004,398.408,0.0
1999-01-31,1106.0,166.0,0.0,106.0,0.0,194.0,1713.0,0.0,0.818,5389.486000000001,1143.123,102.681,385.311,0.0
1999-07-31,1131.0,174.0,0.0,126.0,0.0,285.0,1829.0,0.0,5.501,5998.445,1203.768,241.722,654.96,0.0
1999-06-30,1178.0,178.0,0.0,130.0,0.0,294.0,1917.0,0.0,3.25,5695.25,1232.388,199.05700000000002,1015.65,0.0
1999-03-31,1215.0,123.0,0.0,113.0,0.0,228.0,1898.0,0.0,1.7630000000000001,6398.1399999999985,1279.603,61.91,501.31199999999995,0.0
1999-05-31,1127.0,176.0,0.0,101.0,0.0,286.0,1825.0,0.0,1.969,5661.098000000001,1281.536,177.146,905.681,0.0
1999-11-30,1215.0,180.0,4.0,141.0,0.0,289.0,2015.0,8.0,1.151,5543.861000000001,1198.663,262.92,670.0139999999999,0.0
1999-10-31,1205.0,180.0,7.0,142.0,0.0,300.0,2015.0,2.0,1.758,5734.424000000001,1189.5919999999999,283.139,725.1060000000001,0.0
1999-09-30,1168.0,181.0,0.0,143.0,0.0,305.0,1885.0,2.0,6.794,5761.755000000001,1135.6789999999999,277.656,763.948,0.0
2000-04-30,1098.0,177.0,16.0,156.0,0.0,283.0,1908.0,17.0,2.839,5822.8690000000015,1238.858,192.37099999999998,752.322,0.0
2000-08-31,1199.0,116.0,165.0,177.0,0.0,309.0,1925.0,179.0,2.5669999999999997,5631.9940000000015,1795.48,320.312,788.435,0.0
2000-12-31,1342.0,189.0,80.0,214.0,0.0,318.0,1765.0,428.0,2.572,4840.209999999999,1944.257,227.72299999999998,955.618,0.0
2000-02-29,1225.0,171.0,9.0,160.0,0.0,295.0,1974.0,50.0,2.195,5415.5700000000015,1134.585,137.86700000000002,702.995,0.0
2000-01-31,1179.0,178.0,36.0,132.0,0.0,284.0,1969.0,51.0,1.7630000000000001,5440.609,1284.688,176.639,803.34,0.0
2000-07-31,1294.0,178.0,93.0,186.0,0.0,289.0,1955.0,167.0,3.574,5797.021000000002,1525.35,301.01,825.171,0.0
2000-06-30,1320.0,179.0,60.0,180.0,0.0,301.0,2048.0,131.0,3.498,5875.466999999999,1411.576,267.332,863.2860000000001,0.0
2000-03-31,1209.0,173.0,7.0,140.0,0.0,303.0,2014.0,33.0,2.333,6371.783,1199.615,167.361,864.826,0.0
2000-05-31,1295.0,181.0,41.0,161.0,0.0,296.0,2047.0,101.0,3.932,6159.404,1392.575,294.31,899.835,0.0
2000-11-30,1262.0,193.0,81.0,264.0,0.0,337.0,1892.0,324.0,0.36200000000000004,4520.957,2088.638,246.174,963.563,0.0
2000-10-31,1273.0,192.0,129.0,205.0,0.0,337.0,1999.0,229.0,0.0,5663.240000000002,1617.915,298.645,915.462,0.0
2000-09-30,1230.0,175.0,132.0,199.0,0.0,308.0,1884.0,256.0,0.0,5568.042,1579.3870000000002,336.509,840.687,0.0
2001-04-30,1191.0,332.0,409.0,168.0,0.0,330.0,1966.0,578.0,4.035,5436.331999999999,2501.702,138.515,901.14,0.0
2001-08-31,1093.0,322.0,345.0,194.0,0.0,365.0,1894.0,547.0,4.111000000000001,5423.819,2304.051,316.532,1008.982,0.0
2001-12-31,843.0,355.0,395.0,159.0,0.0,364.0,1703.0,449.0,0.8079999999999999,4475.103,2400.956,213.273,1007.2610000000001,0.0
2001-02-28,1002.0,323.0,368.0,155.0,0.0,339.0,1808.0,477.0,2.115,4621.496,2258.1479999999997,158.355,886.965,0.0
2001-01-31,960.0,319.0,316.0,164.0,0.0,332.0,1741.0,465.0,2.349,4607.612000000001,2333.252,206.111,975.171,0.0
2001-07-31,1112.0,350.0,410.0,182.0,0.0,333.0,1996.0,509.0,2.263,5143.403,2636.478,318.688,912.5239999999999,0.0
2001-06-30,1239.0,341.0,302.0,178.0,0.0,341.0,2078.0,453.0,3.467,5464.189,2201.77,279.938,948.165,0.0
2001-03-31,1072.0,329.0,381.0,169.0,0.0,342.0,1943.0,480.0,2.9389999999999996,5236.892999999999,2477.888,171.13099999999997,1038.505,0.0
2001-05-31,1212.0,349.0,334.0,178.0,0.0,334.0,2065.0,463.0,3.597,5573.925,2432.035,205.79,874.706,0.0
2001-11-30,1026.0,348.0,284.0,193.0,0.0,368.0,1827.0,451.0,0.75,4883.46,1903.203,257.962,1026.938,0.0
2001-10-31,1054.0,370.0,374.0,201.0,0.0,374.0,1887.0,528.0,2.3569999999999998,5249.266000000001,2235.676,302.72900000000004,1056.529,0.0
2001-09-30,1028.0,341.0,398.0,179.0,0.0,369.0,1891.0,555.0,2.286,5238.178999999999,2272.9829999999997,312.69,1007.405,0.0
2002-04-30,1144.0,359.0,380.0,202.0,0.0,361.0,2040.0,498.0,2.807,5571.8859999999995,2628.297,163.458,1011.909,0.0
2002-08-31,1098.0,360.0,574.0,208.0,0.0,387.0,2117.0,640.0,3.529,5060.605000000001,3124.9770000000003,313.36,1097.063,0.0
2002-12-31,871.0,380.0,591.0,188.0,0.0,371.0,1813.0,647.0,0.775,4642.279,3232.5209999999997,223.118,1053.694,0.0
2002-02-28,1171.0,341.0,312.0,192.0,0.0,359.0,1916.0,573.0,2.0669999999999997,5183.4220000000005,1945.315,149.192,907.955,0.0
2002-01-31,957.0,306.0,370.0,187.0,0.0,359.0,1765.0,486.0,1.746,4824.3809999999985,2252.085,190.30200000000002,995.4989999999999,0.0
2002-07-31,1064.0,357.0,642.0,216.0,0.0,381.0,2095.0,696.0,3.529,4731.823,3629.0570000000002,301.329,1086.261,0.0
2002-06-30,1092.0,349.0,608.0,201.0,0.0,384.0,2070.0,693.0,2.602,4628.901000000002,3509.655,271.79400000000004,1071.202,0.0
2002-03-31,1300.0,359.0,299.0,161.0,0.0,374.0,2068.0,555.0,2.314,6223.583999999999,2228.5029999999997,146.5,1086.212,0.0
2002-05-31,1070.0,339.0,577.0,203.0,0.0,369.0,2046.0,664.0,2.9210000000000003,4954.962,3392.415,221.697,1082.675,0.0
2002-11-30,907.0,378.0,572.0,201.0,0.0,385.0,1830.0,687.0,0.7490000000000001,4847.597000000002,3028.723,241.297,1061.57,0.0
2002-10-31,1081.0,433.0,475.0,214.0,0.0,384.0,1991.0,655.0,3.515,5247.355,2935.43,300.716,1087.528,0.0
2002-09-30,1157.0,365.0,418.0,209.0,0.0,381.0,2077.0,604.0,5.153,5475.7159999999985,2562.249,289.41200000000003,1006.681,0.0
2003-04-30,1077.0,379.0,651.0,217.0,0.0,392.0,2062.0,759.0,2.822,5087.926,3643.328,114.73299999999999,1114.2930000000001,0.0
2003-08-31,999.0,368.0,730.0,203.0,0.0,404.0,2145.0,703.0,3.722,4483.380999999999,4385.403,259.51099999999997,1131.573,0.0
2003-12-31,873.0,401.0,582.0,233.0,0.0,395.0,2061.0,484.0,1.166,4566.428999999999,3481.381,181.648,1123.81,0.0
2003-02-28,914.0,397.0,609.0,212.0,0.0,388.0,1997.0,608.0,1.575,4632.862,2995.594,140.375,1049.509,0.0
2003-01-31,889.0,384.0,483.0,222.0,0.0,392.0,1856.0,621.0,1.155,4989.322000000001,2712.2140000000004,189.80200000000002,1085.384,0.0
2003-07-31,950.0,385.0,762.0,220.0,0.0,405.0,2152.0,739.0,2.355,4603.240000000002,4053.298,237.112,1156.407,0.0
2003-06-30,1046.0,382.0,657.0,219.0,0.0,391.0,2127.0,704.0,2.276,5091.49,3586.248,223.706,1107.808,0.0
2003-03-31,1030.0,380.0,661.0,203.0,0.0,410.0,2056.0,724.0,2.9160000000000004,5367.058000000001,3617.316,146.974,1080.848,0.0
2003-05-31,1129.0,349.0,639.0,200.0,0.0,393.0,2096.0,740.0,2.918,5524.6770000000015,3708.092,174.739,1129.647,0.0
2003-11-30,980.0,397.0,687.0,207.0,0.0,412.0,2088.0,663.0,1.127,4797.451,3883.664,221.68,1081.219,0.0
2003-10-31,1021.0,399.0,752.0,231.0,0.0,411.0,2138.0,759.0,3.5189999999999997,4638.721000000001,4215.179,298.834,1110.188,0.0
2003-09-30,984.0,398.0,730.0,239.0,0.0,417.0,2144.0,719.0,6.742999999999999,4487.182000000002,4051.051,284.298,1132.542,0.0
2004-04-30,984.0,397.0,729.0,236.0,2.0,408.0,2091.0,770.0,2.821,4917.913999999999,4445.045999999999,310.092,1100.758,0.0
2004-08-31,996.0,375.0,768.0,253.0,4.0,427.0,2192.0,762.0,3.147,4877.377999999999,4549.8240000000005,382.17800000000005,1110.44,0.0
2004-12-31,951.0,413.0,667.0,248.0,5.0,400.0,2088.0,728.0,0.797,4931.455999999999,3620.21,254.498,1105.594,0.0
2004-02-29,936.0,406.0,586.0,239.0,0.0,415.0,2016.0,569.0,1.6230000000000002,4754.957,3580.67,182.149,1066.629,0.0
2004-01-31,841.0,383.0,561.0,231.0,0.0,398.0,2060.0,459.0,1.3459999999999999,4711.681000000001,3602.204,151.658,1119.306,0.0
2004-07-31,997.0,364.0,781.0,241.0,3.0,429.0,2170.0,772.0,3.71,5131.627,4453.167,361.38699999999994,1157.758,0.0
2004-06-30,1021.0,367.0,731.0,253.0,3.0,425.0,2154.0,761.0,2.8310000000000004,5147.254999999999,4062.5409999999997,282.325,1153.474,0.0
2004-03-31,1011.0,384.0,752.0,246.0,0.0,410.0,2144.0,771.0,2.34,5425.69,4482.166,148.30100000000002,1143.143,0.0
2004-05-31,998.0,365.0,766.0,245.0,2.0,423.0,2155.0,758.0,2.32,5360.483000000001,4447.968,216.585,1149.34,0.0
2004-11-30,1066.0,399.0,762.0,271.0,6.0,422.0,2240.0,801.0,0.561,5272.023,4075.577,352.356,1052.443,0.0
2004-10-31,1068.0,412.0,798.0,255.0,5.0,431.0,2324.0,788.0,0.963,5042.142,4469.367,373.341,1172.7169999999999,0.0
2004-09-30,1058.0,401.0,769.0,261.0,5.0,422.0,2256.0,769.0,3.0410000000000004,4921.09,4384.123,362.98400000000004,1108.999,0.0
2005-04-30,946.0,438.0,831.0,234.0,6.0,401.0,2070.0,896.0,0.9620000000000001,5562.084000000002,4440.567,311.01599999999996,986.547,0.0
2005-08-31,1049.0,513.0,820.0,275.0,7.0,437.0,2395.0,871.0,2.502,5224.611000000001,4541.854,489.889,1211.619,0.0
2005-12-31,925.0,522.0,668.0,257.0,7.0,418.0,2240.0,717.0,0.97,5116.316,3641.2090000000003,400.92699999999996,1174.614,0.0
2005-02-28,993.0,468.0,878.0,249.0,6.0,417.0,2278.0,890.0,1.321,4871.4299999999985,4322.44,193.955,972.291,0.0
2005-01-31,916.0,484.0,769.0,270.0,6.0,401.0,2194.0,781.0,1.449,4653.142000000002,4227.956,234.06599999999997,1110.9489999999998,0.0
2005-07-31,1010.0,534.0,811.0,244.0,6.0,434.0,2376.0,854.0,0.58,5450.994000000001,4344.246,434.848,1188.947,0.0
2005-06-30,1021.0,523.0,843.0,248.0,6.0,447.0,2397.0,919.0,0.56,5605.404,4424.282,409.149,1197.836,0.0
2005-03-31,1064.0,485.0,817.0,258.0,7.0,430.0,2323.0,882.0,1.6780000000000002,6002.609,4415.1720000000005,304.439,1149.4189999999999,0.0
2005-05-31,1146.0,422.0,842.0,248.0,6.0,431.0,2303.0,910.0,0.865,6197.883000000002,4752.717000000001,282.501,1119.516,0.0
2005-11-30,1015.0,514.0,805.0,277.0,8.0,435.0,2327.0,858.0,1.069,5249.271000000002,4213.144,440.681,1119.6480000000001,0.0
2005-10-31,955.0,493.0,817.0,263.0,7.0,441.0,2236.0,874.0,2.022,5498.718000000002,4522.766,376.63599999999997,1145.72,0.0
2005-09-30,1094.0,495.0,730.0,273.0,7.0,449.0,2363.0,837.0,3.426,5457.185,4126.295,493.778,1169.505,0.0
2006-04-30,1016.0,515.0,786.0,262.0,8.0,406.0,2309.0,841.0,4.281000000000001,5751.928000000001,4426.532,409.014,1035.714,0.0
2006-08-31,945.0,545.0,923.0,301.0,13.0,426.0,2342.0,925.0,9.123,5391.866999999998,5121.1720000000005,511.42699999999996,1199.597,0.0
2006-12-31,922.0,549.0,751.0,303.0,13.0,415.0,2292.0,792.0,1.264,4929.009000000001,4644.463,390.292,1138.621,0.0
2006-02-28,949.0,573.0,819.0,275.0,8.0,404.0,2356.0,767.0,2.0580000000000003,5454.959999999999,3948.545,366.694,996.4860000000001,0.0
2006-01-31,851.0,514.0,785.0,274.0,9.0,413.0,2345.0,693.0,1.75,4912.287,4303.945,377.45599999999996,1161.361,0.0
2006-07-31,1052.0,508.0,844.0,285.0,10.0,417.0,2358.0,886.0,5.3870000000000005,5955.403,4664.169,496.19599999999997,1151.358,0.0
2006-06-30,1116.0,512.0,790.0,289.0,10.0,436.0,2378.0,940.0,3.088,6348.5700000000015,4317.264,437.64300000000003,1074.104,0.0
2006-03-31,1153.0,496.0,829.0,281.0,9.0,413.0,2396.0,930.0,3.0989999999999998,6524.468000000001,4566.684,449.858,1175.93,0.0
2006-05-31,1149.0,493.0,831.0,297.0,10.0,393.0,2346.0,943.0,3.3289999999999997,6410.571999999999,4620.755,294.487,1107.266,0.0
2006-11-30,1031.0,542.0,858.0,321.0,14.0,416.0,2406.0,932.0,0.8440000000000001,5225.968999999999,5120.96,478.716,1098.812,0.0
2006-10-31,1008.0,530.0,811.0,307.0,14.0,426.0,2345.0,867.0,6.275,5558.973000000003,4805.997,434.085,1203.288,0.0
2006-09-30,993.0,549.0,866.0,292.0,12.0,437.0,2364.0,913.0,4.292,5364.316999999999,4822.165,505.986,1188.414,0.0
2007-04-30,1137.0,490.0,756.0,334.0,19.0,423.0,2487.0,853.0,3.722,5842.803000000001,4890.089,365.275,1112.601,0.0
2007-08-31,1102.0,630.0,863.0,358.0,25.0,441.0,2614.0,895.0,1.153,5812.628000000001,5375.008000000001,335.659,1210.118,0.0
2007-12-31,897.0,627.0,835.0,350.0,36.0,428.0,2455.0,818.0,0.977,5278.045,4950.603,418.36800000000005,1218.905,0.0
2007-02-28,969.0,485.0,822.0,354.0,16.0,443.0,2401.0,874.0,1.714,4943.266000000001,4560.371,278.82,1119.125,0.0
2007-01-31,888.0,596.0,787.0,362.0,14.0,430.0,2369.0,824.0,1.9140000000000001,4810.133,4878.5109999999995,335.49699999999996,1233.289,0.0
2007-07-31,1069.0,558.0,895.0,325.0,22.0,450.0,2602.0,890.0,1.1520000000000001,5604.638000000001,5367.563,422.916,1180.703,0.0
2007-06-30,1188.0,535.0,862.0,333.0,21.0,472.0,2627.0,954.0,2.4130000000000003,5701.941999999999,5484.356,333.76099999999997,1245.1989999999998,0.0
2007-03-31,1232.0,492.0,818.0,327.0,18.0,450.0,2512.0,952.0,3.845,6229.13,5383.246999999999,386.005,1259.968,0.0
2007-05-31,1179.0,580.0,818.0,348.0,19.0,448.0,2633.0,946.0,2.492,5792.440000000001,5235.267,400.039,1232.323,0.0
2007-11-30,933.0,620.0,912.0,367.0,34.0,450.0,2454.0,938.0,0.7509999999999999,4992.885000000001,4959.748,435.945,1189.486,0.0
2007-10-31,982.0,628.0,917.0,371.0,30.0,451.0,2512.0,960.0,0.772,5169.47,5569.632,502.59,1236.8319999999999,0.0
2007-09-30,1064.0,609.0,880.0,338.0,27.0,450.0,2503.0,963.0,0.7959999999999999,5780.795000000001,5463.815,273.483,1200.901,0.0
2008-04-30,1044.0,587.0,839.0,376.0,57.0,432.0,2824.0,690.0,3.555,5798.380999999999,5370.338000000001,260.317,1159.368,0.0
2008-08-31,1118.0,602.0,1052.0,366.0,91.0,450.0,2969.0,886.0,3.127,5496.081000000001,6092.151999999999,271.387,1176.01,0.0
2008-12-31,978.0,531.0,638.0,315.0,108.0,398.0,2659.0,646.0,1.1640000000000001,5413.442000000001,3859.1079999999997,138.023,1127.009,0.0
2008-02-29,917.0,619.0,967.0,377.0,47.0,452.0,2545.0,927.0,2.148,4725.1399999999985,5477.564,170.173,1155.928,0.0
2008-01-31,905.0,585.0,878.0,365.0,41.0,446.0,2547.0,781.0,1.808,4893.154,5363.751,342.25300000000004,1280.14,0.0
2008-07-31,1088.0,593.0,1084.0,392.0,83.0,452.0,2944.0,868.0,3.1239999999999997,5465.699000000001,6169.549,275.81,1156.32,0.0
2008-06-30,1068.0,647.0,1085.0,357.0,72.0,437.0,2990.0,828.0,1.125,5319.039000000001,6179.8859999999995,227.364,1057.222,0.0
2008-03-31,914.0,594.0,1068.0,370.0,52.0,453.0,2610.0,972.0,3.745,5555.6010000000015,6344.419,152.47899999999998,1231.518,0.0
2008-05-31,1069.0,630.0,1079.0,374.0,63.0,444.0,3000.0,828.0,1.158,5674.133999999999,6042.775,167.29,1172.519,0.0
2008-11-30,995.0,400.0,874.0,317.0,108.0,421.0,2549.0,738.0,1.266,5137.776,4884.892,183.02700000000002,1140.683,0.0
2008-10-31,1055.0,593.0,1013.0,340.0,107.0,449.0,2836.0,855.0,2.855,5323.769,5911.316999999999,268.448,1211.22,0.0
2008-09-30,1019.0,611.0,1035.0,383.0,98.0,456.0,2857.0,913.0,3.695,5104.119000000001,5770.069,327.002,1168.496,0.0
2009-04-30,1149.0,597.0,810.0,363.0,126.0,404.0,2801.0,798.0,3.708,5950.459,4970.9,108.28399999999999,1131.859,0.0
2009-08-31,1056.0,587.0,1036.0,376.0,150.0,438.0,2935.0,944.0,1.87,5482.699000000001,6283.358,275.08299999999997,1114.68,0.0
